Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
3301455091,"Apr 15, 2020, 10:05:54 AM",Lunch Run,Run,,1245,3.20,,,false,,,activities/3301455091.gpx,74.8,,1245.0,1134.0,3200.3,4.1,2.822,42.5,42.5,116.2,161.1,12.5,0.0,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,56.0,0.0,,1.0,3266.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3315226110,"Apr 18, 2020, 9:43:08 AM",Morning Run,Run,,1595,3.98,,,false,,,activities/3315226110.gpx,74.8,,1595.0,1334.0,3985.4,4.4,2.988,54.4,55.9,115.6,164.6,9.4,0.0,,,,,,,,,373.0,,,,,,,,,8.0,,,,,0.0,57.0,0.0,,1.0,4060.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3329698759,"Apr 21, 2020, 8:33:15 AM",Morning Run,Run,,1470,3.23,,,false,,,activities/3329698759.gpx,74.8,,1470.0,1164.0,3231.5,5.4,2.776,45.7,45.7,116.2,161.1,10.2,0.0,,,,,,,,,303.0,,,,,,,,,9.0,,,,,0.0,58.0,0.0,,1.0,3294.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3340203946,"Apr 23, 2020, 10:23:35 AM",Lunch Run,Run,,3574,3.90,,,false,,,activities/3340203946.gpx,74.8,,3574.0,1432.0,3905.6,4.2,2.727,88.1,86.8,115.3,162.1,20.2,0.0,,,,,,,,,373.0,,,,,,,,,9.0,,,,,0.0,71.0,0.0,,1.0,4058.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3355473031,"Apr 26, 2020, 10:07:54 AM",Lunch Run,Run,,4347,6.93,,,false,,,activities/3355473031.gpx,74.8,,4347.0,3983.0,6930.7,4.0,1.74,123.6,124.3,104.5,164.6,19.4,0.0,,,,,,,,,667.0,,,,,,,,,9.0,,,,,0.0,199.0,0.0,,1.0,7252.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3358558271,"Apr 26, 2020, 6:51:41 PM",Evening Walk,Walk,,4100,5.34,,,false,,,activities/3358558271.gpx,,,4100.0,4038.0,5343.1,2.3,1.323,105.6,105.8,104.5,162.1,41.2,0.0,,,,,,,,,491.0,,,,,,,,,3.0,,,,,0.0,33.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3363038684,"Apr 27, 2020, 6:35:28 PM",Evening Walk,Walk,,3938,4.98,,,false,,,activities/3363038684.gpx,,,3938.0,3879.0,4986.1,2.7,1.285,71.9,72.1,116.2,164.6,22.1,0.0,,,,,,,,,459.0,,,,,,,,,2.0,,,,,0.0,18.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3378943805,"May 1, 2020, 10:09:05 AM",Lunch Run - wrong - 3 laps of woods so closer to 2 miles,Run,"",688,1.92,,,false,,,activities/3378943805.gpx,74.8,,688.0,685.0,1926.1,4.3,2.812,38.4,16.3,116.3,145.3,8.9,1.1,,,,,,,,,186.0,,,,,,,,,9.0,,,,,0.0,34.0,0.0,,1.0,2026.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3398419837,"May 4, 2020, 6:28:24 PM",Evening Walk,Walk,,4094,5.51,,,false,,,activities/3398419837.gpx,,,4094.0,4094.0,5514.8,3.1,1.347,133.9,134.0,104.1,162.1,41.3,0.0,,,,,,,,,507.0,,,,,,,,,3.0,,,,,0.0,34.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3402399492,"May 5, 2020, 2:26:52 PM",Afternoon Walk,Walk,,5498,8.58,,,false,,,activities/3402399492.gpx,,,5498.0,5371.0,8585.1,5.9,1.598,174.7,174.7,94.6,171.5,48.6,0.0,,,,,,,,,789.0,,,,,,,,,2.0,,,,,0.0,25.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3409918022,"May 6, 2020, 6:27:52 PM",Evening Walk,Walk,,5080,6.99,,,false,,,activities/3409918022.gpx,,,5080.0,4943.0,6997.4,3.1,1.416,165.8,167.2,95.2,171.5,43.3,0.0,,,,,,,,,643.0,,,,,,,,,2.0,,,,,0.0,23.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3415206529,"May 7, 2020, 6:21:55 PM",Evening Walk,Walk,,4596,6.67,,,false,,,activities/3415206529.gpx,,,4596.0,4596.0,6678.1,5.6,1.453,151.0,159.4,92.9,171.5,21.9,-0.1,,,,,,,,,614.0,,,,,,,,,2.0,,,,,0.0,21.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3420625233,"May 8, 2020, 6:35:17 PM",Evening Walk,Walk,,4265,4.17,,,false,,,activities/3420625233.gpx,,,4265.0,3537.0,4174.6,7.2,1.18,119.0,118.8,96.9,145.3,47.4,0.0,,,,,,,,,384.0,,,,,,,,,2.0,,,,,0.0,16.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3426449571,"May 9, 2020, 5:57:19 PM",Evening Walk,Walk,,6766,5.05,,,false,,,activities/3426449571.gpx,,,6766.0,4045.0,5049.8,3.8,1.248,108.4,113.4,92.2,171.5,49.5,-0.1,,,,,,,,,464.0,,,,,,,,,2.0,,,,,0.0,19.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3435919558,"May 11, 2020, 6:11:42 PM",Evening Walk,Walk,,2519,3.82,,,false,,,activities/3435919558.gpx,,,2519.0,2519.0,3821.3,3.4,1.517,116.7,118.4,85.7,150.4,25.6,0.0,,,,,,,,,351.0,,,,,,,,,3.0,,,,,0.0,20.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3438526593,"May 12, 2020, 10:46:44 AM",Lunch Run,Run,,1122,3.18,,,false,,,activities/3438526593.gpx,74.8,,1122.0,1119.0,3181.6,4.2,2.843,46.9,47.7,116.2,145.3,10.3,0.0,,,,,,,,,299.0,,,,,,,,,9.0,,,,,0.0,55.0,0.0,,1.0,3249.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3446544607,"May 13, 2020, 6:48:46 PM",Evening Walk,Walk,,4061,4.38,,,false,,,activities/3446544607.gpx,,,4061.0,3589.0,4388.5,2.4,1.223,97.6,97.0,104.5,162.1,45.5,0.0,,,,,,,,,404.0,,,,,,,,,2.0,,,,,0.0,16.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3451757912,"May 14, 2020, 6:55:06 PM",Evening Walk,Walk,,3208,4.32,,,false,,,activities/3451757912.gpx,,,3208.0,3093.0,4322.3,2.7,1.397,53.1,49.5,113.4,164.9,16.3,0.1,,,,,,,,,397.0,,,,,,,,,1.0,,,,,0.0,6.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3456699982,"May 15, 2020, 6:39:36 PM",Evening Walk,Walk,,6035,6.97,,,false,,,activities/3456699982.gpx,,,6035.0,5734.0,6978.5,3.8,1.217,119.8,119.3,115.2,164.9,23.3,0.0,,,,,,,,,642.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3462815775,"May 16, 2020, 9:12:40 PM",Night Walk,Walk,,2943,3.83,,,false,,,activities/3462815775.gpx,,,2943.0,2795.0,3836.6,4.3,1.373,51.2,54.5,114.1,163.7,18.2,-0.1,,,,,,,,,353.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3468608313,"May 17, 2020, 6:44:14 PM",Evening Walk,Walk,,3161,3.82,,,false,,,activities/3468608313.gpx,,,3161.0,2955.0,3828.6,9.7,1.296,81.6,82.7,115.2,163.0,36.1,0.0,,,,,,,,,352.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3484515432,"May 20, 2020, 7:10:05 PM",Evening Walk,Walk,,3498,3.99,,,false,,,activities/3484515432.gpx,,,3498.0,3220.0,3989.0,2.3,1.239,79.7,81.4,115.2,163.0,25.3,0.0,,,,,,,,,367.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3490165169,"May 21, 2020, 7:21:47 PM",Evening Walk,Walk,,1552,1.97,,,false,,,activities/3490165169.gpx,,,1552.0,1552.0,1970.6,2.8,1.27,35.0,33.0,115.2,146.8,14.8,0.1,,,,,,,,,181.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3500293754,"May 23, 2020, 7:18:01 PM",Evening Walk,Walk,,2251,3.62,,,false,,,activities/3500293754.gpx,,,2251.0,2226.0,3625.0,3.7,1.628,102.5,102.3,94.0,159.7,45.9,0.0,,,,,,,,,333.0,,,,,,,,,3.0,,,,,0.0,18.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3506202839,"May 24, 2020, 7:17:59 PM",Evening Walk,Walk,,2358,3.29,,,false,,,activities/3506202839.gpx,,,2358.0,2358.0,3298.2,4.5,1.399,44.3,44.4,115.2,161.0,11.5,0.0,,,,,,,,,303.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3510740149,"May 25, 2020, 4:52:51 PM",Afternoon Walk,Walk,,5764,6.71,,,false,,,activities/3510740149.gpx,,,5764.0,5661.0,6718.0,2.3,1.187,167.2,165.6,93.5,173.6,42.6,0.0,,,,,,,,,618.0,,,,,,,,,2.0,,,,,0.0,26.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3516597305,"May 26, 2020, 7:16:35 PM",Evening Walk,Walk,,2708,3.39,,,false,,,activities/3516597305.gpx,,,2708.0,2582.0,3392.2,2.8,1.314,44.5,44.7,115.2,161.0,14.5,0.0,,,,,,,,,312.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3522315754,"May 27, 2020, 6:49:24 PM",Evening Walk,Walk,,5614,7.03,,,false,,,activities/3522315754.gpx,,,5614.0,4895.0,7029.2,4.1,1.436,115.0,120.4,115.5,164.6,46.8,-0.1,,,,,,,,,646.0,,,,,,,,,2.0,,,,,0.0,23.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3527587722,"May 28, 2020, 7:07:03 PM",Evening Walk,Walk,,4578,7.45,,,false,,,activities/3527587722.gpx,,,4578.0,4464.0,7452.8,5.7,1.67,143.1,144.2,116.3,163.9,29.9,0.0,,,,,,,,,685.0,,,,,,,,,2.0,,,,,0.0,21.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3535192106,"May 30, 2020, 9:02:20 AM",Morning Walk,Walk,,8367,10.56,,,false,,,activities/3535192106.gpx,,,8367.0,8166.0,10564.4,3.1,1.294,222.3,219.0,94.1,171.5,25.6,0.0,,,,,,,,,971.0,,,,,,,,,2.0,,,,,0.0,38.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3544149637,"May 31, 2020, 7:09:56 PM",Evening Walk,Walk,,4866,6.30,,,false,,,activities/3544149637.gpx,,,4866.0,4758.0,6305.1,5.1,1.325,125.7,124.8,104.5,164.6,34.4,0.0,,,,,,,,,580.0,,,,,,,,,2.0,,,,,0.0,22.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3549197093,"Jun 1, 2020, 7:07:22 PM",Evening Walk,Walk,,3171,3.28,,,false,,,activities/3549197093.gpx,,,3171.0,2256.0,3279.8,2.5,1.454,42.8,42.1,116.2,161.1,12.7,0.0,,,,,,,,,302.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3554967208,"Jun 2, 2020, 6:02:49 PM",Evening Walk,Walk,,11254,9.37,,,false,,,activities/3554967208.gpx,,,11254.0,6415.0,9376.1,4.5,1.462,248.1,248.5,88.5,161.4,44.7,0.0,,,,,,,,,862.0,,,,,,,,,2.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3558565786,"Jun 3, 2020, 11:46:30 AM",Lunch Walk,Walk,,16597,14.84,,,false,,,activities/3558565786.gpx,,,16597.0,10093.0,14844.0,15.9,1.471,99.9,90.7,61.5,115.6,29.0,0.1,,,,,,,,,1365.0,,,,,,,,,2.0,,,,,0.0,47.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3564629160,"Jun 4, 2020, 7:11:16 PM",Evening Walk,Walk,,2779,3.58,,,false,,,activities/3564629160.gpx,,,2779.0,2743.0,3585.1,2.7,1.307,47.4,48.2,116.3,161.1,12.0,0.0,,,,,,,,,330.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3568986105,"Jun 5, 2020, 6:08:19 PM",Evening Walk,Walk,,6649,8.61,,,false,,,activities/3568986105.gpx,,,6649.0,6367.0,8609.5,4.4,1.352,154.1,154.1,115.2,164.9,44.7,0.0,,,,,,,,,792.0,,,,,,,,,2.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3579951436,"Jun 7, 2020, 7:09:21 PM",Evening Walk,Walk,,2679,3.99,,,false,,,activities/3579951436.gpx,,,2679.0,2679.0,3991.2,3.3,1.49,50.3,48.4,115.2,163.8,13.0,0.0,,,,,,,,,367.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3600509950,"Jun 11, 2020, 11:05:21 PM",Night Walk,Walk,,2722,4.16,,,false,,,activities/3600509950.gpx,,,2722.0,2704.0,4167.0,4.9,1.541,107.2,107.7,83.5,154.4,30.4,0.0,,,,,,,,,383.0,,,,,,,,,2.0,,,,,0.0,12.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3605033516,"Jun 12, 2020, 10:54:53 PM",Night Walk,Walk,,3245,4.07,,,false,,,activities/3605033516.gpx,,,3245.0,2863.0,4074.1,4.0,1.423,106.9,108.1,83.5,154.0,30.5,0.0,,,,,,,,,375.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3609855956,"Jun 13, 2020, 7:18:43 PM",Evening Walk,Walk,,2058,2.77,,,false,,,activities/3609855956.gpx,,,2058.0,2032.0,2776.6,4.4,1.366,40.3,40.2,115.2,159.7,18.6,0.0,,,,,,,,,255.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3615956412,"Jun 14, 2020, 7:16:09 PM",Evening Walk,Walk,,5915,6.71,,,false,,,activities/3615956412.gpx,,,5915.0,5003.0,6715.5,4.1,1.342,107.8,108.0,81.1,164.9,27.0,0.0,,,,,,,,,618.0,,,,,,,,,2.0,,,,,0.0,23.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3619447539,"Jun 15, 2020, 5:04:21 PM",Evening Run,Run,,1035,2.60,,,false,,,activities/3619447539.gpx,,,1035.0,943.0,2605.6,4.2,2.763,56.7,56.8,77.4,120.0,24.4,0.0,,,,,,,,,259.0,,,,,,,,,8.0,,,,,0.0,40.0,0.0,,1.0,2818.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3625509437,"Jun 16, 2020, 6:50:01 PM",Evening Walk,Walk,,3091,3.87,,,false,,,activities/3625509437.gpx,,,3091.0,2804.0,3872.3,2.5,1.381,50.7,50.7,115.2,163.8,17.1,0.0,,,,,,,,,356.0,,,,,,,,,2.0,,,,,0.0,13.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3630401266,"Jun 17, 2020, 6:12:13 PM",Evening Walk,Walk,,2470,3.36,,,false,,,activities/3630401266.gpx,,,2470.0,2470.0,3368.7,5.8,1.364,44.8,44.9,115.2,161.0,12.3,0.0,,,,,,,,,310.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3636036267,"Jun 18, 2020, 7:15:52 PM",Evening Walk,Walk,,12638,19.96,,,false,,,activities/3636036267.gpx,,,12638.0,12462.0,19963.2,5.2,1.602,327.1,332.4,60.7,176.9,26.9,0.0,,,,,,,,,1836.0,,,,,,,,,2.0,,,,,0.0,58.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3640408135,"Jun 19, 2020, 9:10:55 PM",Night Walk,Walk,,5434,9.92,,,false,,,activities/3640408135.gpx,,,5434.0,5434.0,9922.5,9.4,1.826,165.1,165.2,84.4,159.9,27.7,0.0,,,,,,,,,912.0,,,,,,,,,3.0,,,,,0.0,45.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3644895555,"Jun 20, 2020, 1:53:13 PM",Afternoon Walk,Walk,,14198,13.04,,,false,,,activities/3644895555.gpx,,,14198.0,9283.0,13042.2,11.7,1.405,184.8,150.3,62.5,159.9,42.2,0.3,,,,,,,,,1199.0,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3650137102,"Jun 21, 2020, 3:48:15 PM",Afternoon Walk,Walk,,4289,7.09,,,false,,,activities/3650137102.gpx,,,4289.0,4273.0,7091.0,4.9,1.659,195.1,193.6,84.4,173.6,30.1,0.0,,,,,,,,,652.0,,,,,,,,,3.0,,,,,0.0,35.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3659490061,"Jun 23, 2020, 4:26:13 PM",Afternoon Run,Run,,788,1.95,,,false,,,activities/3659490061.gpx,,,788.0,742.0,1953.8,3.9,2.633,61.2,63.3,83.4,120.0,48.1,-0.1,,,,,,,,,203.0,,,,,,,,,9.0,,,,,0.0,37.0,0.0,,1.0,2202.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3675041830,"Jun 26, 2020, 6:02:44 PM",Evening Run,Run,,2648,3.65,,,false,,,activities/3675041830.gpx,,,2648.0,2481.0,3652.5,2.6,1.472,118.8,119.9,84.3,156.9,30.8,0.0,,,,,,,,,377.0,,,,,,,,,3.0,,,,,0.0,20.0,0.0,,1.0,4094.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
3680502317,"Jun 27, 2020, 7:53:22 PM",Evening Walk,Walk,,5567,10.07,,,false,,,activities/3680502317.gpx,,,5567.0,5486.0,10075.7,4.6,1.837,165.2,167.1,84.3,159.9,41.3,0.0,,,,,,,,,927.0,,,,,,,,,3.0,,,,,0.0,45.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
